name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
João Pedro Junqueira de Jesus,FWD,Watford,0.0,0,0,0,0,0.0,404,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,10526,0,2,0.0,0,-5585,286,5871,55,False,0,2
Ian Carlo Poveda-Ocampo,MID,Leeds,0.0,0,0,0,0,0.0,195,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,8,0,0,0,0,2,0,6345,2,2,0.0,0,-467,427,894,45,True,0,2
Frederico Rodrigues de Paula Santos,MID,Man Utd,4.0,0,0,7,0,24.3,274,19,1,0,4.0,15.6,2021-08-22T13:00:00Z,75,16,1,0,0,0,2,0,63157,1,1,0.0,0,23702,31883,8181,50,False,0,2
Yerson Mosquera Valdelamar,DEF,Wolves,-0.1,0,0,0,0,0.0,446,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,17,0,0,0,0,2,0,1991,1,0,0.0,0,-441,36,477,45,True,0,2
Tyrick Mitchell,DEF,Crystal Palace,4.0,0,0,20,1,1.7,162,13,0,0,2.3,19.0,2021-08-21T14:00:00Z,90,3,0,0,0,0,2,0,49918,0,0,2.0,6,1218,5017,3799,45,True,0,2
Wayne Hennessey,GK,Burnley,-1.0,0,0,0,0,0.0,480,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,11,0,0,0,0,2,0,19095,0,2,0.0,0,-1093,535,1628,45,False,0,2
Andreas Christensen,DEF,Chelsea,6.5,0,0,28,1,1.8,133,18,0,0,1.5,13.0,2021-08-22T15:30:00Z,90,1,0,0,0,0,2,0,101993,2,0,0.0,6,17145,25369,8224,50,False,0,2
Jack Harrison,MID,Leeds,2.0,0,0,10,0,14.3,267,14,2,0,2.9,9.8,2021-08-21T14:00:00Z,90,8,0,0,0,0,2,0,305139,2,2,5.0,2,-35391,11096,46487,60,True,0,2
David de Gea,GK,Man Utd,3.0,0,0,13,0,0.0,270,19,1,0,1.9,19.0,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,3,245055,1,1,0.0,3,11840,33102,21262,50,False,0,2
Victor Lindelöf,DEF,Man Utd,4.0,0,0,12,0,0.8,284,19,1,0,1.4,13.2,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,0,61124,1,1,0.0,2,4756,10505,5749,50,False,0,2
Jannik Vestergaard,DEF,Leicester,0.5,0,0,0,0,0.0,340,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,19,0,0,0,0,2,0,108119,1,4,0.0,0,-4005,7477,11482,50,False,0,2
Ayoze Pérez,MID,Leicester,0.5,0,0,-8,0,11.9,211,20,4,0,1.6,0.0,2021-08-23T19:00:00Z,39,19,0,0,0,1,2,0,22761,1,4,8.0,-2,-684,2320,3004,60,False,0,2
Neal Maupay,FWD,Brighton,6.0,0,1,28,0,13.8,63,12,0,1,6.7,34.0,2021-08-21T16:30:00Z,45,18,0,0,0,0,2,0,226193,0,2,19.0,6,37995,58829,20834,65,True,0,2
Danny Welbeck,FWD,Brighton,0.0,0,0,0,0,0.0,447,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,9898,0,2,0.0,0,-3264,242,3506,60,True,0,2
Tomas Soucek,MID,West Ham,5.0,0,0,7,0,6.5,422,20,1,0,4.0,4.0,2021-08-23T19:00:00Z,90,9,0,0,0,0,2,0,830636,1,4,29.0,2,16810,69153,52343,60,True,0,2
Aaron Connolly,FWD,Brighton,1.0,0,0,-2,0,1.1,72,12,0,0,0.5,0.0,2021-08-21T16:30:00Z,45,18,0,0,0,0,2,0,15599,0,2,6.0,1,-1682,1899,3581,55,True,0,2
Javier Manquillo,DEF,Newcastle,-0.5,0,0,0,0,0.0,302,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,2,0,0,0,0,2,0,679162,0,2,0.0,0,-33836,16154,49990,40,False,0,2
Romain Perraud,DEF,Southampton,1.0,0,0,8,0,0.8,460,19,1,0,0.6,5.4,2021-08-22T13:00:00Z,78,13,0,0,0,0,2,0,7929,1,1,0.0,2,-812,232,1044,50,True,0,2
Will Hughes,MID,Watford,-0.5,0,0,0,0,0.0,386,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,4677,0,2,0.0,0,-983,209,1192,50,False,0,2
Ben Davies,DEF,Spurs,0.5,0,0,0,0,0.0,364,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,20,0,0,0,0,2,0,21407,1,0,0.0,0,-1804,1094,2898,45,False,0,2
Nicolas Pépé,MID,Arsenal,2.0,0,0,4,0,8.3,17,18,2,0,1.1,2.6,2021-08-22T15:30:00Z,90,6,0,0,0,0,2,0,170310,2,0,0.0,2,-86710,4955,91665,74,True,0,2
Martin Kelly,DEF,Crystal Palace,0.5,0,0,0,0,0.0,151,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,3,0,0,0,0,2,0,88019,0,0,0.0,0,-3392,3832,7224,40,True,0,2
Andreas Söndergaard,GK,Wolves,-0.5,0,0,0,0,0.0,444,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,17,0,0,0,0,2,0,99074,1,0,0.0,0,2427,5351,2924,40,True,0,2
Will Norris,GK,Burnley,-1.0,0,0,0,0,0.0,114,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,11,0,0,0,0,2,0,10110,0,2,0.0,0,-733,217,950,45,False,0,2
Granit Xhaka,MID,Arsenal,2.0,0,0,12,0,26.0,7,18,2,0,4.8,18.0,2021-08-22T15:30:00Z,90,6,0,0,0,0,2,0,71783,2,0,4.0,2,-6158,7841,13999,50,True,0,2
Jan Zamburek,MID,Brentford,-0.5,0,0,0,0,0.0,93,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,7,0,0,0,0,2,0,60790,0,0,0.0,0,230,8313,8083,45,False,0,2
Andi Zeqiri,FWD,Brighton,0.5,0,0,0,0,0.0,535,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,47702,0,2,0.0,0,25589,32292,6703,45,True,0,2
Fabio Silva,FWD,Wolves,0.5,0,0,3,0,0.0,445,17,0,0,2.0,3.0,2021-08-22T13:00:00Z,6,17,0,0,0,0,2,0,58286,1,0,17.0,1,-7985,3256,11241,60,True,0,2
Michail Antonio,FWD,West Ham,14.5,1,3,67,0,26.1,413,20,1,2,20.6,93.0,2021-08-23T19:00:00Z,88,9,0,0,0,0,2,0,2152885,1,4,87.0,16,313650,377054,63404,76,True,0,2
Bernardo Fernandes Da Silva Junior,DEF,Brighton,0.0,0,0,0,0,0.0,68,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,856,0,2,0.0,0,-167,0,167,40,True,0,2
Yves Bissouma,MID,Brighton,5.5,1,2,32,1,12.7,70,12,0,0,5.5,35.0,2021-08-21T16:30:00Z,90,18,0,0,0,0,2,0,937554,0,2,7.0,8,4592,61261,56669,45,True,0,2
Luke Ayling,DEF,Leeds,3.5,0,0,16,0,13.5,185,14,2,0,4.9,27.6,2021-08-21T14:00:00Z,90,8,0,0,0,0,2,0,962027,2,2,8.0,1,80087,112472,32385,45,True,0,2
Mads Roerslev Rasmussen,DEF,Brentford,-0.5,0,0,0,0,0.0,89,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,7,0,0,0,0,2,0,5818,0,0,0.0,0,-1282,91,1373,45,False,0,2
Jonny Evans,DEF,Leicester,0.0,0,0,0,0,0.0,201,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,19,0,0,0,0,2,0,13390,1,4,0.0,0,-4060,133,4193,55,False,0,2
Anthony Elanga,MID,Man Utd,0.5,0,0,0,0,0.0,512,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,1648,1,1,0.0,0,-320,99,419,50,False,0,2
Joe Rodon,DEF,Spurs,0.0,0,0,0,0,0.0,374,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,20,0,0,0,0,2,0,8606,1,0,0.0,0,-1401,197,1598,45,False,0,2
Ferran Torres,MID,Man City,4.0,0,0,7,1,4.4,268,16,0,0,4.1,1.0,2021-08-21T14:00:00Z,60,15,0,0,0,0,2,0,159103,0,5,36.0,3,13661,34644,20983,70,True,0,2
Wesley Moraes,FWD,Aston Villa,1.0,0,0,2,0,0.5,47,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,1,14,0,0,0,0,2,0,21372,0,2,0.0,1,-1226,3370,4596,55,True,0,2
Jordan Pickford,GK,Everton,1.5,0,0,12,0,0.0,170,14,2,0,1.0,10.0,2021-08-21T14:00:00Z,90,10,0,0,0,0,2,2,502827,2,2,0.0,1,-11798,20466,32264,50,False,0,2
Erik Pieters,DEF,Burnley,-0.5,0,0,2,0,0.9,100,15,0,0,0.2,0.0,2021-08-21T11:30:00Z,11,11,0,0,0,0,2,0,13362,0,2,2.0,1,-1884,253,2137,45,False,0,2
Juan Camilo Hernández Suárez,FWD,Watford,3.0,0,0,2,0,1.2,472,12,0,0,0.6,2.2,2021-08-21T16:30:00Z,45,4,0,0,0,0,2,0,135794,0,2,3.0,1,67585,82904,15319,50,False,0,2
Bernd Leno,GK,Arsenal,1.5,0,0,17,0,0.0,1,18,2,0,2.4,24.2,2021-08-22T15:30:00Z,90,6,0,0,0,0,2,3,144885,2,0,0.0,2,-25816,2627,28443,50,True,0,2
Kai Havertz,MID,Chelsea,2.0,0,0,0,1,5.2,141,18,0,0,9.2,7.0,2021-08-22T15:30:00Z,89,1,0,0,0,0,2,0,639736,2,0,80.0,3,-236941,16942,253883,84,False,0,2
Daniel N'Lundulu,FWD,Southampton,0.0,0,0,0,0,0.0,344,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,13,0,0,0,0,2,0,2328,1,1,0.0,0,-441,0,441,45,True,0,2
Martin Ødegaard,MID,Arsenal,1.9,0,0,0,0,0.0,558,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,8691,2,0,0.0,0,4907,5502,595,55,True,0,2
Leon Bailey,MID,Aston Villa,2.5,0,0,0,0,0.0,492,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,199852,0,2,0.0,0,5725,29825,24100,65,True,0,2
Michael Olise,MID,Crystal Palace,0.0,0,0,0,0,0.0,464,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,3,0,0,0,0,2,0,2490,0,0,0.0,0,-875,61,936,55,True,0,2
Morgan Gibbs-White,MID,Wolves,0.0,0,0,0,0,0.0,440,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,17,0,0,0,0,2,0,34802,1,0,0.0,0,-67,3291,3358,45,True,0,2
Jeff Hendrick,MID,Newcastle,-0.5,0,0,0,0,0.0,297,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,2,0,0,0,0,2,0,4218,0,2,0.0,0,-633,196,829,50,False,0,2
Michael Keane,DEF,Everton,1.5,0,0,11,0,0.1,169,14,2,0,4.0,23.2,2021-08-21T14:00:00Z,90,10,0,0,0,0,2,0,204423,2,2,17.0,1,-11677,5546,17223,50,False,0,2
Mason Greenwood,MID,Man Utd,9.5,0,3,21,0,14.7,289,19,1,1,7.9,33.6,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,0,712563,1,1,31.0,10,124810,169302,44492,75,False,0,2
João Virgínia,GK,Everton,0.0,0,0,0,0,0.0,181,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,173850,2,2,0.0,0,-1292,3510,4802,40,False,0,2
Adam Masina,DEF,Watford,0.5,0,0,15,0,11.7,390,12,2,0,3.3,21.0,2021-08-21T16:30:00Z,90,4,0,0,0,0,2,0,9061,0,2,0.0,1,-173,750,923,45,False,0,2
Ryan Sessegnon,DEF,Spurs,0.5,0,0,0,0,0.0,368,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,20,0,0,0,0,2,0,11217,1,0,0.0,0,-1313,206,1519,45,False,0,2
Bryan Gil Salvatierra,MID,Spurs,0.5,0,0,0,0,0.0,487,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,20,0,0,0,0,2,0,8220,1,0,0.0,0,-1834,414,2248,60,False,0,2
Daniel Amartey,DEF,Leicester,3.0,0,0,14,0,0.4,208,20,4,0,1.4,13.8,2021-08-23T19:00:00Z,90,19,0,0,0,0,2,0,1302262,1,4,0.0,0,164815,197012,32197,40,False,0,2
Chem Campbell,MID,Wolves,-0.5,0,0,0,0,0.0,548,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,17,0,0,0,0,2,0,7604,1,0,0.0,0,2886,3963,1077,45,True,0,2
César Azpilicueta,DEF,Chelsea,6.0,0,0,25,1,4.1,119,18,0,0,3.0,23.6,2021-08-22T15:30:00Z,90,1,0,0,0,0,2,0,305902,2,0,2.0,6,-4272,20090,24362,60,False,0,2
Caoimhin Kelleher,GK,Liverpool,1.0,0,0,0,0,0.0,242,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,5,0,0,0,0,2,0,8455,0,2,0.0,0,-873,139,1012,45,True,0,2
Dan Burn,DEF,Brighton,0.0,0,0,0,0,0.0,58,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,2407,0,2,0.0,0,-727,55,782,45,True,0,2
Andrew Omobamidele,DEF,Norwich,-1.5,0,0,0,0,0.0,331,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,104044,0,5,0.0,0,-9200,1371,10571,40,False,0,2
Phil Foden,MID,Man City,0.0,0,0,0,0,0.0,265,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,15,0,0,0,0,2,0,68816,0,5,0.0,0,-38785,899,39684,79,True,0,2
Thiago Alcántara do Nascimento,MID,Liverpool,1.1,0,0,3,0,2.0,225,15,0,0,1.3,2.6,2021-08-21T11:30:00Z,9,5,0,0,0,0,2,0,65201,0,2,8.0,1,-18472,4229,22701,55,True,0,2
Kieran Dowell,MID,Norwich,-1.0,0,0,0,0,0.0,323,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,4758,0,5,0.0,0,-859,169,1028,55,False,0,2
Ryan Bertrand,DEF,Leicester,0.0,0,0,0,0,0.0,473,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,19,0,0,0,0,2,0,100985,1,4,0.0,0,-46247,1010,47257,50,False,0,2
Lucas Digne,DEF,Everton,1.0,0,0,13,0,47.1,168,14,2,0,6.2,14.8,2021-08-21T14:00:00Z,90,10,0,0,0,0,2,0,1317706,2,2,0.0,0,-52082,38901,90983,55,False,1,2
Ben Woodburn,MID,Liverpool,1.0,0,0,0,0,0.0,553,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,5,0,0,0,0,2,0,2481,0,2,0.0,0,852,1295,443,45,True,0,2
Danny Ward,GK,Leicester,0.0,0,0,0,0,0.0,204,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,19,0,0,0,0,2,0,275786,1,4,0.0,0,5968,15348,9380,40,False,0,2
Sead Kolasinac,DEF,Arsenal,0.0,0,0,0,0,0.0,11,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,9325,2,0,0.0,0,-1705,254,1959,45,True,0,2
Álvaro Fernández,GK,Brentford,1.4,0,0,0,0,0.0,556,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,7,0,0,0,0,2,0,924,0,0,0.0,0,280,318,38,45,False,0,2
Samuel Edozie,MID,Man City,1.5,0,0,0,0,0.0,508,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,15,0,0,0,0,2,0,1442,0,5,0.0,0,-232,107,339,50,True,0,2
Alex Oxlade-Chamberlain,MID,Liverpool,2.5,0,0,0,0,0.0,227,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,5,0,0,0,0,2,0,13044,0,2,0.0,0,9,2140,2131,60,True,0,2
Josh Benson,MID,Burnley,0.0,0,0,0,0,0.0,116,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,11,0,0,0,0,2,0,313,0,2,0.0,0,-89,0,89,45,False,0,2
Craig Dawson,DEF,West Ham,1.5,0,0,7,0,10.8,414,20,1,0,4.1,3.0,2021-08-23T19:00:00Z,90,9,0,0,0,0,2,0,23171,1,4,27.0,2,-1266,1098,2364,50,True,0,2
Kasper Schmeichel,GK,Leicester,5.0,0,0,15,0,0.0,200,20,4,0,2.0,20.0,2021-08-23T19:00:00Z,90,19,0,0,0,0,2,3,1462965,1,4,0.0,1,96000,136842,40842,50,False,0,2
Ben White,DEF,Arsenal,0.5,0,0,0,0,0.0,67,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,1557470,2,0,0.0,0,-206940,23951,230891,45,True,0,2
Christos Tzolis,MID,Norwich,-1.5,0,0,0,0,0.0,528,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,5251,0,5,0.0,0,-398,348,746,50,False,0,2
Thiago Emiliano da Silva,DEF,Chelsea,0.0,0,0,0,0,0.0,121,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,208598,2,0,0.0,0,-41338,4880,46218,55,False,0,2
Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,0,0.0,438,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,17,0,0,0,0,2,0,673,1,0,0.0,0,-150,61,211,55,True,0,2
Halil Dervişoğlu,FWD,Brentford,-0.5,0,0,0,0,0.0,95,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,7,0,0,0,0,2,0,3436,0,0,0.0,0,-416,544,960,55,False,0,2
Jadon Sancho,MID,Man Utd,1.5,0,0,5,0,13.0,485,19,0,0,2.3,3.6,2021-08-22T13:00:00Z,31,16,0,0,0,0,2,0,560868,1,1,6.0,1,-167670,16332,184002,94,False,0,2
Kurt Zouma,DEF,Chelsea,0.0,0,0,0,0,0.0,128,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,86341,2,0,0.0,0,-21039,1267,22306,54,False,0,2
Lukas Rupp,MID,Norwich,0.0,0,0,2,0,0.3,317,16,2,0,0.6,5.2,2021-08-21T14:00:00Z,45,12,0,0,0,0,2,0,10891,0,5,0.0,1,658,2032,1374,45,False,0,2
Aaron Cresswell,DEF,West Ham,4.5,0,0,12,0,4.2,411,20,1,0,1.9,8.6,2021-08-23T19:00:00Z,90,9,0,0,0,0,2,0,1345295,1,4,6.0,2,21799,76490,54691,55,True,0,2
Jordan Hugill,FWD,Norwich,-1.5,0,0,0,0,0.0,322,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,3179,0,5,0.0,0,-423,357,780,55,False,0,2
Nathan Broadhead,FWD,Everton,0.0,0,0,0,0,0.0,545,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,5120,2,2,0.0,0,2258,4128,1870,45,False,0,2
Federico Fernández,DEF,Newcastle,0.0,0,0,16,0,13.1,465,11,2,0,2.5,5.4,2021-08-21T14:00:00Z,77,2,0,0,0,0,2,0,16228,0,2,6.0,1,-940,877,1817,45,False,0,2
Curtis Jones,MID,Liverpool,0.8,0,0,0,0,0.0,244,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,5,0,0,0,0,2,0,1582,0,2,0.0,0,-482,61,543,50,True,0,2
John Ruddy,GK,Wolves,-0.5,0,0,0,0,0.0,452,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,17,0,0,0,0,2,0,16114,1,0,0.0,0,-978,350,1328,45,True,0,2
Mohammed Salisu,DEF,Southampton,1.5,0,1,14,0,0.3,351,19,1,0,3.0,27.8,2021-08-22T13:00:00Z,90,13,0,0,0,0,2,0,6844,1,1,2.0,3,-483,293,776,45,True,0,2
N'Golo Kanté,MID,Chelsea,0.4,0,0,6,0,0.8,130,18,0,0,0.9,6.4,2021-08-22T15:30:00Z,18,1,0,0,0,0,2,0,259685,2,0,2.0,1,-81243,10546,91789,50,False,0,2
Josh Martin,MID,Norwich,0.0,0,0,0,0,0.0,330,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,42,0,5,0.0,0,-13,0,13,50,False,0,2
Wilfred Ndidi,MID,Leicester,2.5,0,0,14,0,3.0,216,20,4,0,1.9,16.0,2021-08-23T19:00:00Z,90,19,0,0,0,0,2,0,127834,1,4,0.0,2,-2143,13258,15401,50,False,0,2
Matt Ritchie,DEF,Newcastle,1.5,0,0,13,0,72.8,292,11,2,0,9.2,17.8,2021-08-21T14:00:00Z,90,2,0,0,0,0,2,0,24799,0,2,1.0,1,2072,4593,2521,50,False,0,2
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,336,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,13,0,0,0,0,2,0,8321,1,1,0.0,0,-1388,253,1641,60,True,0,2
Mathew Ryan,GK,Brighton,0.0,0,0,0,0,0.0,65,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,1164,0,2,0.0,0,-228,0,228,45,True,0,2
Ryan Fredericks,DEF,West Ham,0.5,0,0,0,0,0.0,415,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,9,0,0,0,0,2,0,11112,1,4,0.0,0,-644,658,1302,45,True,0,2
Eric Bailly,DEF,Man Utd,0.5,0,0,0,0,0.0,286,30,0,0,0.0,0.0,2021-08-29T15:30:00Z,0,20,0,0,0,0,3,0,7168,1,0,0.0,0,-509,378,887,50,False,0,3
Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,21,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,3,0,0,0,0,3,0,146531,1,1,0.0,0,-15894,6315,22209,45,True,0,3
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,27,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,2461,0,1,0.0,0,-539,0,539,45,False,0,3
James Ward-Prowse,MID,Southampton,4.5,0,2,28,0,39.2,341,25,2,1,12.6,52.8,2021-08-28T14:00:00Z,90,14,0,0,0,0,3,0,277646,2,2,34.0,8,-20809,19441,40250,65,False,1,3
Bruno Miguel Borges Fernandes,MID,Man Utd,8.2,0,0,4,1,25.8,277,30,0,0,5.5,6.4,2021-08-29T15:30:00Z,90,20,0,0,0,0,3,0,4391403,1,0,23.0,2,-3080,149207,152287,121,False,1,3
Adrián San Miguel del Castillo,GK,Liverpool,0.0,0,0,0,0,0.0,223,23,0,0,0.0,0.0,2021-08-28T16:30:00Z,0,6,0,0,0,0,3,0,19233,1,1,0.0,0,-1418,525,1943,45,True,0,3
James McArthur,MID,Crystal Palace,3.2,1,1,26,0,5.9,148,28,2,0,4.3,23.4,2021-08-28T14:00:00Z,87,19,0,0,0,0,3,0,39812,2,2,14.0,6,7764,14276,6512,45,False,0,3
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,22,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,4,0,0,0,0,3,0,3149,2,0,0.0,0,1270,2319,1049,60,False,0,3
Kwadwo Baah,MID,Watford,-1.0,0,0,0,0,0.0,405,27,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,6902,0,1,0.0,0,-448,449,897,45,False,0,3
Paul Dummett,DEF,Newcastle,-0.4,0,0,0,0,0.0,301,25,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,16,0,0,0,0,3,0,1101,2,2,0.0,0,-236,47,283,45,True,0,3
Jairo Riedewald,MID,Crystal Palace,0.2,0,0,0,0,0.0,157,28,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,19,0,0,0,0,3,0,2907,2,2,0.0,0,-649,82,731,50,False,0,3
Alexis Mac Allister,MID,Brighton,4.3,0,0,6,0,2.2,74,22,1,0,2.2,9.8,2021-08-28T14:00:00Z,45,8,0,0,0,0,3,0,51047,2,0,10.0,1,4294,11911,7617,55,True,0,3
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,22,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,8,0,0,0,0,3,0,138,2,0,0.0,0,-18,0,18,55,True,0,3
Willy Boly,DEF,Wolves,-0.4,0,0,0,0,0.0,428,30,0,0,0.0,0.0,2021-08-29T15:30:00Z,0,13,0,0,0,0,3,0,5504,1,0,0.0,0,-988,119,1107,49,True,0,3
José Diogo Dalot Teixeira,DEF,Man Utd,0.5,0,0,0,0,0.0,510,30,0,0,0.0,0.0,2021-08-29T15:30:00Z,1,20,0,0,0,0,3,0,5489,1,0,0.0,0,-772,288,1060,45,False,1,3
Jeffrey Schlupp,MID,Crystal Palace,1.2,0,0,3,0,0.6,155,28,0,0,0.1,0.4,2021-08-28T14:00:00Z,2,19,0,0,0,0,3,0,5220,2,2,0.0,1,-527,224,751,55,False,0,3
Robert Elliot,GK,Watford,0.0,0,0,0,0,0.0,574,27,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,0,0,1,0.0,0,0,0,0,40,False,0,3
Joshua King,FWD,Watford,0.0,0,0,8,0,23.1,468,27,1,0,3.3,6.2,2021-08-29T13:00:00Z,64,17,0,0,0,0,3,0,19147,0,1,4.0,2,-1218,2432,3650,55,False,0,3
Richarlison de Andrade,FWD,Everton,4.7,0,0,-3,1,11.7,180,22,0,0,3.6,11.6,2021-08-28T14:00:00Z,90,4,0,0,0,0,3,0,1135090,2,0,13.0,1,-94898,117278,212176,76,False,1,3
Jamal Baptiste,DEF,West Ham,0.5,0,0,0,0,0.0,554,28,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,7,0,0,0,0,3,0,9313,2,2,0.0,0,1616,2770,1154,40,True,0,3
Sam Byram,DEF,Norwich,0.0,0,0,0,0,0.0,321,26,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,9,0,0,0,0,3,0,1369,2,1,0.0,0,-431,51,482,45,True,0,3
Danny Rose,DEF,Watford,-1.0,0,0,0,0,0.0,377,27,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,34052,0,1,0.0,0,-8749,704,9453,44,False,0,3
Ederson Santana de Moraes,GK,Man City,5.2,0,0,24,1,0.0,257,24,0,0,0.5,5.4,2021-08-28T11:30:00Z,90,1,0,0,0,0,3,0,796739,0,5,0.0,6,-5623,36751,42374,60,True,0,3
Liam Cooper,DEF,Leeds,1.8,0,0,14,0,3.9,184,29,1,0,2.3,12.8,2021-08-29T13:00:00Z,90,5,0,0,0,0,3,0,25267,1,1,6.0,2,19,2641,2622,45,False,0,3
Frédéric Guilbert,DEF,Aston Villa,0.5,0,0,0,0,0.0,46,21,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,3,0,0,0,0,3,0,2172,1,1,0.0,0,-18,224,242,45,True,0,3
Matt Targett,DEF,Aston Villa,1.2,0,0,9,0,2.2,39,21,1,0,1.7,15.2,2021-08-28T14:00:00Z,90,3,0,0,0,0,3,0,412604,1,1,0.0,2,-201862,3759,205621,49,True,0,3
Adama Traoré,MID,Wolves,1.5,0,0,18,0,47.7,435,30,1,0,9.4,23.2,2021-08-29T15:30:00Z,86,13,0,0,0,0,3,0,94846,1,0,23.0,2,2861,18413,15552,60,True,0,3
